Unnamed: 0,UPRN,Address,raw_Construction_type,Processed_Construction_Type,Other_Attributes,BRE_mapping_matches,BRE_Class,Latitude,Longitude
4000,,64 The Meads Weston Rhyn Oswestry SY10 7SJ,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4001,,67 Brookfields Weston Rhyn Oswestry SY10 7SB,cornish,cornish,"{'Year_Built': Timestamp('1967-01-01 00:00:00'), 'House Type': 'BUNGALOW'}",Cornish Unit Type I,PCC,,
4002,,1 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1958-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4003,,3 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4004,,5 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4005,,8 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4006,,9 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4007,,10 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1958-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4008,,11 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'MIDTERR'}",Cornish Unit Type I,PCC,,
4009,,12 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'ENDTERR'}",Cornish Unit Type I,PCC,,
4010,,13 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4011,,14 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4012,,15 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'ENDTERR'}",Cornish Unit Type I,PCC,,
4013,,16 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4014,,17 Cornwall Avenue Gobowen Oswestry SY11 3JX,cornish,cornish,"{'Year_Built': Timestamp('1952-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4015,,2 Hammonds Place Gobowen Oswestry SY11 3PA,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4016,,4 Hammonds Place Gobowen Oswestry SY11 3PA,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4017,,6 Hammonds Place Gobowen Oswestry SY11 3PA,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4018,,10 Hammonds Place Gobowen Oswestry SY11 3PA,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4019,,15 Hammonds Place Gobowen Oswestry SY11 3PA,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4020,,19 Hammonds Place Gobowen Oswestry SY11 3PA,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4021,,21 Hammonds Place Gobowen Oswestry SY11 3PA,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4022,,10 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4023,,15 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4024,,23 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1956-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4025,,33 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4026,,35 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4027,,39 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4028,,45 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1954-03-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4029,,47 West Place Gobowen Oswestry SY11 3NR,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4030,,51 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'ENDTERR'}",Cornish Unit Type I,PCC,,
4031,,53 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'MIDTERR'}",Cornish Unit Type I,PCC,,
4032,,55 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'MIDTERR'}",Cornish Unit Type I,PCC,,
4033,,57 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'ENDTERR'}",Cornish Unit Type I,PCC,,
4034,,61 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4035,,63 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'ENDTERR'}",Cornish Unit Type I,PCC,,
4036,,64 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4037,,66 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'MIDTERR'}",Cornish Unit Type I,PCC,,
4038,,67 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'MIDTERR'}",Cornish Unit Type I,PCC,,
4039,,68 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'ENDTERR'}",Cornish Unit Type I,PCC,,
4040,,74 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4041,,94 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4042,,96 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'HOUSE'}",Cornish Unit Type I,PCC,,
4043,,97 West Place Gobowen Oswestry SY11 3NS,cornish,cornish,"{'Year_Built': Timestamp('1954-01-01 00:00:00'), 'House Type': 'SEMIDET'}",Cornish Unit Type I,PCC,,
4044,,1 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4045,,2 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4046,,3 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4047,,4 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4048,,5 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4049,,6 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4050,,7 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4051,,8 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4052,,9 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4053,,10 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4054,,11 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4055,,12 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4056,,13 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4057,,14 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4058,,15 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4059,,16 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4060,,17 Barker Avenue Jacksdale Nottingham NG16 5JH,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4061,,1 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4062,,2 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4063,,3 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4064,,4 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4065,,5 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4066,,6 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4067,,7 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4068,,8 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4069,,9 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4070,,10 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4071,,11 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4072,,12 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4073,,13 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4074,,14 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4075,,15 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4076,,16 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4077,,17 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4078,,18 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4079,,19 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4080,,20 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4081,,21 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4082,,22 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4083,,23 Westdale Road Jacksdale Nottingham NG16 5JG,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4084,,24 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4085,,26 Westdale Road Jacksdale Nottingham NG16 5JF,prc cornish,cornish,{'House Type': 'House - Semi Detached'},Cornish Unit Type I,PCC,,
4086,,1  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4087,,2  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4088,,3  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4089,,5  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4090,,6  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4091,,7  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4092,,8  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4093,,9  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4094,,10  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4095,,11  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4096,,12  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4097,,13  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4098,,14  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4099,,15  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4100,,16  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4101,,17  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4102,,18  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4103,,19  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4104,,20  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4105,,21  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4106,,22  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4107,,23  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4108,,24  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4109,,25  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4110,,26  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4111,,27  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4112,,28  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4113,,29  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4114,,30  Framfield Close Ifield Crawley RH11 0AR,cornish,cornish,,Cornish Unit Type I,PCC,51.1242615,-0.2084268
4115,,2  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4116,,4  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4117,,5  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4118,,6  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4119,,7  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4120,,8  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4121,,9  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4122,,10  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4123,,11  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4124,,12  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4125,,13  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4126,,14  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4127,,15  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4128,,16  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4129,,17  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4130,,18  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4131,,19  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4132,,20  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4133,,21  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4134,,22  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4135,,23  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4136,,24  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4137,,25  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4138,,26  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4139,,28  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4140,,29  Hastings Road Pound Hill Crawley RH10 7AL,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4141,,30  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4142,,32  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4143,,34  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4144,,36  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4145,,38  Hastings Road Pound Hill Crawley RH10 7AT,cornish,cornish,,Cornish Unit Type I,PCC,51.1146034,-0.1571973
4146,,58 BELTON AVENUE GRANTHAM NG31 9JJ,cornish external insulation,cornish,"{'House Type': 'BUNGALOW MID-TERRACED', 'No_Bedrooms': '2'}",Cornish Unit Type I,PCC,52.9208249,-0.6262412
4147,,13 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4148,,15 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4149,,17 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4150,,19 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4151,,21 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4152,,25 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4153,,27 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4154,,29 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4155,,31 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4156,,33 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
4157,,35 CANBERRA CRESCENT GRANTHAM NG31 9RD,cornish external insulation,cornish,"{'House Type': 'HOUSE SEMI-DETACHED', 'No_Bedrooms': '3'}",Cornish Unit Type I,PCC,52.9238249,-0.6179069
